hurl;хвърлям;to throw with great force;He hurled his axe towards the enemy.
poise;спокойствие;behavior or a way of moving that shows calm confidence;Don't worry!' said with calm tone Hermione and drank with poise the poison.
pertain;отнасям се;[per-tain]: to relate to something;Book: 'The laws of physics and how they pertain to trains'.
revelation;откровение;[reve-lation]: the act of making known something that was secret;I'm not a virgin!' - she revealed and cried the young lady to the old priest who doing her revelation.
marvel;чудо;something that is very surpising;The swiss clock which always tick are a technological marvel.
spurious;фалшив;[s-puri-ous]: based on false reasoning or information that is not true;I'm furious! These fake cuban cigars are spurious!
averse;нежелаещ, отбягващ;[a-verse]: strongly disliking or opposed to;She was writing a poetic verse and this is why she was averse to appear on television tonight.
dismay;шок;[dis-may]: a feeling of shock and unhappiness;This may entire Poland will be set in dismay!' - Said Hitler on 01.05.1939 about his shock attack.
consternation;парализация;[cons-ter-nation]: strong annoyance, usually because of something bad that you cannot change;The entire nation was in consternation because Trump has won and was now terrorizing them with cons.
verse;стих, куплет;"writing that is arranged in a rhythmic pattern; poems";She was writing a poetic verse and this is why she was averse to appear on television tonight.
battlements;назъбени парапети на замък;??__??__??__??__??__???????????__??__??__??__??__??__??__??__??;The archer was staying ready to shoot with his arch in the battlements of Griffyndor tower.
con;трик, магарешка шега;something done to trick or deceive someone;It was a con, and he fooled us all.
treachery;предателство;betrayal of trust;The treachery is an act of treason and is punished with death via execution.
wield;държа, притежавам (оръжие);to have or use power, authority, or influence, or to hold and use a weapon;He is allowed to wield a great power because he is allowed to wield gun and a grenade launcher.
soothe;утешавам;[soo-the]: to cause someone to be less upset or angry;"He had just lost the fight and she was so soothing; she said 'Don't worry dear, it will be alright!'"
fence;ограда;a structure of wood or wire forming a wall around a house or a piece of land;The fence around your house.
